name2	#name
MIER1	NM_001077702
MIER1	NM_001077701
MIER1	NM_001077700
SGIP1	NM_001376535
SGIP1	NM_001376549
SGIP1	NM_001376534
SGIP1	NM_001376539
SGIP1	NM_001376541
SGIP1	NM_001376542
SGIP1	NM_001376545
SGIP1	NM_001376547
SGIP1	NM_001376550
SGIP1	NM_001376551
SGIP1	NM_001376554
SGIP1	NM_001376556
SGIP1	NM_001376557
SGIP1	NM_001376536
SGIP1	NM_001376537
SGIP1	NM_001376538
SGIP1	NM_001376540
SGIP1	NM_001376543
SGIP1	NM_001376544
SGIP1	NM_001376546
SGIP1	NM_001376548
SGIP1	NM_001376552
SGIP1	NM_001376555
IL23R	NM_144701
IL12RB2	NM_001374259
IL12RB2	NM_001559
GNG12	NM_018841
IL12RB2	NM_001319233
IL12RB2	NM_001258214
IL12RB2	NM_001258216
IL12RB2	NM_001258215
IL12RB2	NR_047583
IL12RB2	NR_047584
LINC01707	NR_146608
LRRC7	NM_001366838
LRRC7	NM_001330635
LRRC7	NM_001366842
LRRC7	NM_001366841
LRRC7	NM_001350216
LRRC7	NM_001370785
LRRC7	NM_001366840
LRRC7	NM_001366836
LRRC7	NM_001366837
LRRC7	NM_001366839
LINC01788	NR_125938
ZRANB2-AS2	NR_046217
PTGER3	NR_028294
PTGER3	NR_028292
PTGER3	NR_028293
PTGER3	NM_001126044
PTGER3	NM_198718
PTGER3	NM_198717
PTGER3	NM_198716
PTGER3	NM_198715
PTGER3	NM_198714
PTGER3	NM_198719
NEGR1-IT1	NR_046218
NEGR1	NM_173808
LRRIQ3	NM_001322315
LRRIQ3	NM_001105659
CRYZ	NM_001889
ERICH3-AS1	NR_121671
CRYZ	NM_001130042
CRYZ	NM_001134759
CRYZ	NM_001130043
ERICH3	NM_001002912
ACADM	NM_001286043
ACADM	NM_001286042
ACADM	NM_000016
ACADM	NM_001127328
MSH4	NM_002440
ACADM	NM_001286044
AK5	NM_174858
AK5	NM_012093
ST6GALNAC5	NM_001320273
PIGK	NM_005482
ST6GALNAC5	NM_030965
ST6GALNAC5	NM_001320274
USP33	NM_201626
MIGA1	NM_001270384
MIGA1	NM_001363583
MIGA1	NM_001363584
MIGA1	NM_001363586
MGC27382	NR_027310
DNAJB4	NM_001317102
PTGFR	NM_000959
GIPC2	NM_001304725
MIGA1	NM_198549
DNAJB4	NM_001317100
GIPC2	NM_017655
DNAJB4	NM_001317101
DNAJB4	NM_001317099
PTGFR	NM_001039585
USP33	NM_001377430
USP33	NM_001377431
USP33	NM_001377432
USP33	NM_001377433
USP33	NM_001377434
USP33	NM_001377435
USP33	NM_001377436
USP33	NM_001377437
USP33	NM_001377438
USP33	NM_001377439
USP33	NM_015017
USP33	NM_201624
ADGRL4	NM_022159
LINC01781	NR_125941
LINC01781	NR_125940
LOC101927434	NR_125943
ADGRL2	NM_001350699
ADGRL2	NM_001366007
ADGRL2	NM_001297706
ADGRL2	NM_001297705
ADGRL2	NM_001330645
ADGRL2	NM_012302
ADGRL2	NM_001366002
ADGRL2	NM_001366009
ADGRL2	NM_001366005
ADGRL2	NM_001350698
ADGRL2	NM_001366006
LINC01362	NR_147074
LINC01725	NR_119375
SSX2IP	NM_001166295
DNASE2B	NM_021233
SSX2IP	NM_014021
PRKACB	NM_002731
PRKACB	NM_001300916
SPATA1	NM_001310156
SSX2IP	NM_001166294
SSX2IP	NM_001166417
PRKACB	NM_001375576
DNASE2B	NM_058248
SSX2IP	NM_001166293
PRKACB	NM_207578
PRKACB	NM_182948
WDR63	NM_145172
DDAH1	NM_001134445
SYDE2	NM_032184
WDR63	NM_001288563
DDAH1	NM_001330655
DDAH1	NM_012137
ODF2L	NM_001366779
CLCA4-AS1	NR_135837
CLCA3P	NR_024604
ODF2L	NM_001366781
ODF2L	NM_001184766
ODF2L	NM_001366783
ODF2L	NM_001366782
ODF2L	NM_020729
ODF2L	NM_001184765
ODF2L	NM_001366784
SELENOF	NM_203341
SELENOF	NM_004261
SELENOF	NR_144513
SELENOF	NR_144512
ODF2L	NM_001007022
LINC01140	NR_026989
PKN2-AS1	NR_110682
PKN2	NM_001320709
PKN2	NM_001320708
PKN2	NM_001320707
GTF2B	NM_001514
PKN2	NM_006256
GBP5	NM_001134486
GBP5	NM_052942
LRRC8D	NM_018103
LRRC8C	NM_032270
LRRC8D	NM_001134479
ZNF644	NM_016620
ZNF644	NM_032186
LINC02609	NR_135038
ZNF644	NM_201269
LINC02609	NR_147930
LINC02609	NR_147932
LINC02609	NR_147931
BRDT	NM_001242806
BRDT	NM_001242810
BRDT	NM_001242805
HFM1	NM_001017975
BRDT	NM_001726
TGFBR3	NM_001195684
TGFBR3	NM_003243
TGFBR3	NR_036634
BRDT	NM_001242808
TGFBR3	NM_001195683
BRDT	NM_001242807
BRDT	NM_207189
BTBD8	NM_001376131
DIPK1A	NM_001252273
DIPK1A	NM_001252269
DIPK1A	NM_001252270
CCDC18	NM_206886
CCDC18	NM_001306076
EVI5	NM_005665
DIPK1A	NM_001006605
EVI5	NM_001350198
EVI5	NM_001350197
EVI5	NM_001377210
EVI5	NM_001377211
EVI5	NM_001377212
EVI5	NM_001377213
EVI5	NM_001308248
FNBP1L	NM_001164473
BCAR3	NM_001261408
BCAR3	NM_001261410
BCAR3	NM_003567
ARHGAP29	NM_001328665
ABCA4	NM_000350
BCAR3	NM_001261409
ARHGAP29	NM_001328664
FNBP1L	NM_001024948
FNBP1L	NM_017737
ALG14	NR_131032
ALG14	NM_144988
TLCD4	NM_152487
ALG14	NM_001305242
TLCD4	NM_001199679
TLCD4-RWDD3	NM_001199691
SLC44A3-AS1	NR_160779
SLC44A3-AS1	NR_160780
SLC44A3-AS1	NR_104131
SLC44A3-AS1	NR_160781
SLC44A3-AS1	NR_160782
SLC44A3-AS1	NR_160783
SLC44A3-AS1	NR_160784
ABCD3	NM_002858
LINC01787	NR_110693
DPYD-AS1	NR_046590
PTBP2	NM_001300988
PTBP2	NR_125356
PTBP2	NR_125357
PTBP2	NM_001300989
PTBP2	NM_001300986
PTBP2	NM_001300987
PTBP2	NM_021190
PTBP2	NM_001300985
PTBP2	NM_001300990
DPYD	NM_001160301
MIR137HG	NR_046105
LOC100129620	NR_033940
LINC01708	NR_125951
SNX7	NR_033716
SNX7	NM_001364903
SNX7	NM_152238
PLPPR5	NM_001037317
SNX7	NM_015976
PLPPR5	NM_001010861
TRMT13	NR_135078
CDC14A	NM_003672
FRRS1	NM_001361041
CDC14A	NM_001319211
RTCA	NM_003729
CDC14A	NM_001319210
AGL	NM_000642
SLC35A3	NM_001271685
CDC14A	NM_033313
RTCA	NM_001130841
SLC35A3	NM_012243
SLC35A3	NM_001271684
AGL	NM_000644
AGL	NM_000646
CDC14A	NM_001319212
AGL	NM_000028
FRRS1	NM_001013660
TRMT13	NM_019083
AGL	NM_000643
CDC14A	NM_033312
LOC102606465	NR_109849
SLC30A7	NM_001144884
SLC30A7	NM_133496
OLFM3	NR_110212
OLFM3	NR_110210
OLFM3	NR_110211
OLFM3	NM_058170
OLFM3	NM_001288823
OLFM3	NM_001288821
COL11A1	NM_001190709
COL11A1	NM_080630
RNPC3	NM_017619
COL11A1	NM_080629
COL11A1	NM_001854
COL11A1	NR_134980
LINC01661	NR_147165
NTNG1	NM_001372169
VAV3	NM_006113
NTNG1	NM_001113228
NTNG1	NM_014917
VAV3	NM_001079874
NTNG1	NM_001113226
NTNG1	NM_001330665
NTNG1	NM_001372166
NTNG1	NM_001312688
NTNG1	NM_001372167
NTNG1	NM_001372171
NTNG1	NM_001372170
NTNG1	NM_001372168
HENMT1	NM_001102592
SLC25A24	NM_213651
STXBP3	NM_007269
GPSM2	NM_013296
GPSM2	NM_001321039
HENMT1	NM_144584
SLC25A24	NM_013386
GPSM2	NM_001321038
SORT1	NM_002959
KIAA1324	NM_001267048
KIAA1324	NM_020775
KIAA1324	NM_001284352
SORT1	NM_001205228
GNAI3	NM_006496
KCNC4	NM_001039574
KCNC4	NR_036437
KCNA2	NM_001204269
CD53	NM_001320638
CD53	NM_001040033
CD53	NM_000560
KCNC4	NM_001377330
KCNC4	NM_001377331
KCNC4	NM_004978
RAP1A	NM_001010935
KCND3	NM_172198
RAP1A	NM_001370217
TMIGD3	NM_001302680
KCND3	NM_004980
RAP1A	NM_002884
TMIGD3	NM_001081976
RAP1A	NM_001370216
RAP1A	NM_001291896
LRIG2	NM_014813
ST7L	NM_138729
ST7L	NM_138728
ST7L	NM_138727
TAFA3	NM_182759
ST7L	NM_017744
CTTNBP2NL	NM_018704
LRIG2	NM_001312686
ST7L	NM_001308264
TAFA3	NM_001004440
RSBN1	NM_018364
MAGI3	NM_152900
MAGI3	NM_001142782
AP4B1	NM_001253853
AP4B1	NM_006594
AP4B1	NM_001308312
AP4B1	NM_001253852
RSBN1	NR_130896
TRIM33	NM_033020
SYCP1	NM_003176
TSPAN2	NM_005725
AMPD1	NM_001172626
AMPD1	NM_000036
SYCP1	NM_001282542
TSPAN2	NM_001308315
TSPAN2	NM_001308316
SYCP1	NR_104211
SYCP1	NM_001282541
TRIM33	NM_015906
CASQ2	NM_001232
MAB21L3	NM_152367
SLC22A15	NM_018420
LOC101929099	NR_110786
LINC01525	NR_126408
IGSF3	NM_001007237
VTCN1	NM_024626
CD58	NR_026665
IGSF3	NM_001542
CD58	NM_001779
CD58	NM_001144822
VTCN1	NR_045604
VTCN1	NR_045603
VTCN1	NM_001253849
VTCN1	NM_001253850
PTGFRN	NM_020440
SPAG17	NM_206996
WDR3	NM_006784
WARS2-AS1	NR_125977
WARS2-AS1	NR_125974
WARS2-AS1	NR_125976
WARS2-AS1	NR_125975
NBPF8	NR_102404
REG4	NM_032044
REG4	NM_001159352
NBPF8	NM_001037501
NOTCH2	NM_001200001
NOTCH2	NM_024408
NBPF8	NR_102405
SRGAP2-AS1	NR_104189
SRGAP2C	NM_001271872
H2BP1	NR_027337
SRGAP2C	NM_001329984
H2BP1	NR_160942
H3P4	NR_160941
H3P4	NR_160940
SRGAP2D	NR_120535
NBPF15	NM_001170755
NBPF15	NM_173638
FAM72D	NR_144320
FAM72D	NM_001345942
FAM72C	NM_001346068
FAM72C	NM_001346071
GPR89A	NM_001097613
GPR89A	NR_036541
SRGAP2B	NM_001366280
SRGAP2B	NM_001368324
FAM72D	NM_207418
SRGAP2B	NM_001330684
NBPF20	NM_001278267
SRGAP2B	NM_001271870
GPR89A	NM_001097612
ANKRD35	NM_001280799
ANKRD35	NM_144698
LINC00624	NR_038423
FMO5	NM_001461
BCL9	NM_004326
FMO5	NM_001144829
CHD1L	NM_001348451
FMO5	NM_001144830
GPR89B	NM_001350181
GPR89B	NM_001350182
GPR89B	NM_001350183
GPR89B	NM_001350184
LOC101927468	NR_120331
SEC22B3P	NR_158170
GPR89B	NM_016334
NOTCH2NLB	NM_001364007
NBPF11	NM_183372
NBPF11	NR_110864
GPR89B	NM_001350180
SEC22B2P	NR_158171
NBPF11	NR_046188
NOTCH2NLB	NM_001364008
NBPF11	NM_001101663
NBPF19	NM_001351365
NOTCH2NLC	NM_001364012
NOTCH2NLC	NM_001364013
PDE4DIP	NM_001350520
VPS45	NM_001279354
CTSS	NM_004079
RPRD2	NM_001297673
RPRD2	NM_001297674
ARNT	NM_001350226
PRPF3	NR_146766
ARNT	NM_001197325
ARNT	NM_001350225
CTSS	NM_001199739
VPS45	NM_001279353
PRPF3	NR_146767
PRPF3	NM_001350529
PRPF3	NR_146769
ARNT	NM_001668
ARNT	NM_178427
VPS45	NM_007259
ARNT	NM_001350224
PRPF3	NR_146768
RPRD2	NM_015203
ARNT	NM_001286036
ARNT	NM_001286035
VPS45	NR_103998
PRPF3	NM_004698
TDRKH	NM_001083963
CGN	NM_020770
SNX27	NM_001330723
TDRKH	NM_006862
SNX27	NM_030918
TDRKH	NM_001083965
TDRKH	NM_001083964
PSMD4	NM_001330692
PSMD4	NM_002810
LCE2A	NM_178428
FLG	NM_002016
GATAD2B	NM_020699
INTS3	NM_023015
INTS3	NM_001324475
IL6R-AS1	NR_147855
ADAM15	NM_207195
ADAM15	NM_207197
ADAM15	NM_207191
TDRD10	NM_182499
ADAM15	NM_207194
KCNN3	NM_001365838
PMVK	NM_006556
ADAM15	NM_001261465
PMVK	NM_001323011
PMVK	NM_001348696
PMVK	NM_001323012
ADAM15	NM_001261464
ADAM15	NM_003815
ADAM15	NR_048577
TDRD10	NM_001098475
KCNN3	NM_001204087
KCNN3	NM_170782
ADAM15	NR_048578
KCNN3	NM_002249
ADAM15	NM_207196
KCNN3	NM_001365837
DCST1-AS1	NR_040773
ADAM15	NM_001261466
ADAM15	NR_048579
ASH1L	NM_018489
GON4L	NM_001282856
GON4L	NM_001282858
ARHGEF2	NM_001162384
FDPS	NM_001135821
LMNA	NM_001282625
FDPS	NM_002004
FDPS	NM_001135822
ARHGEF2	NM_004723
DAP3	NM_033657
FDPS	NM_001242824
ARHGEF2	NM_001350111
FDPS	NM_001242825
ASH1L	NM_001366177
RUSC1-AS1	NR_145425
RUSC1-AS1	NR_145424
DAP3	NM_004632
GON4L	NM_001282860
ARHGEF2	NM_001350112
DAP3	NM_001199851
DAP3	NM_001199849
DAP3	NM_001199850
ARHGEF2	NM_001162383
RUSC1-AS1	NR_145426
ARHGEF2	NM_001350110
GON4L	NM_001282861
GON4L	NM_032292
ARHGEF11	NM_014784
ARHGEF11	NM_198236
MEF2D	NM_005920
ARHGEF11	NM_001377419
ARHGEF11	NM_001377418
LOC105371458	NR_135760
FCRL3	NR_135216
FCRL1	NM_052938
KIRREL1	NM_001286349
FCRL5	NM_031281
FCRL3	NR_135215
FCRL3	NR_135214
KIRREL1	NM_018240
FCRL3	NR_135217
FCRL1	NM_001159398
FCRL3	NM_001320333
FCRL1	NM_001159397
FCRL5	NM_001195388
FCRL3	NM_052939
OR10K1	NM_001004473
COPA	NM_004371
ATP1A4	NM_144699
KCNJ10	NM_002241
COPA	NM_001098398
CD84	NM_001184882
CD84	NM_001184881
CD84	NM_001184879
CD84	NM_001330742
LY9	NM_002348
SDHC	NM_001035511
LY9	NM_001261456
SDHC	NM_001278172
SDHC	NM_001035513
SDHC	NM_001035512
LY9	NM_001261457
CD48	NM_001256030
CD84	NM_003874
NECTIN4	NM_030916
CD48	NM_001778
FCER1G	NM_004106
SDHC	NR_103459
SDHC	NM_003001
OLFML2B	NM_015441
OLFML2B	NM_001297713
NOS1AP	NM_014697
OLFML2B	NM_001347700
ATF6	NM_007348
NOS1AP	NM_001164757
SH2D1B	NM_053282
LOC101928404	NR_110699
RGS5	NM_001254748
RGS5	NM_001254749
DDR2	NM_001354982
RGS5	NM_003617
HSD17B7	NM_001304513
HSD17B7	NM_001304512
RGS5	NR_045630
DDR2	NM_006182
HSD17B7	NM_016371
DDR2	NM_001354983
RGS5	NM_001195303
DDR2	NM_001014796
LRRC52-AS1	NR_026744
RXRG	NM_001256571
RXRG	NM_001256570
LMX1A	NM_001174069
RXRG	NM_006917
LMX1A	NM_177398
FAM78B	NM_001320302
FAM78B	NR_135199
FAM78B	NR_163271
POU2F1	NM_002697
POU2F1	NR_037163
RCSD1	NM_001322924
RCSD1	NM_001322923
RCSD1	NM_052862
DUSP27	NM_001080426
CD247	NM_000734
POGK	NM_017542
POU2F1	NM_001198786
POU2F1	NM_001198783
RCSD1	NR_136519
MAEL	NM_001286378
POU2F1	NM_001365849
POU2F1	NM_001365848
POGK	NM_001314014
CD247	NM_198053
DCAF6	NM_001349774
DCAF6	NM_001349778
DCAF6	NM_001349775
DCAF6	NM_001349776
DCAF6	NM_001349777
DCAF6	NM_001349779
DCAF6	NM_001349780
DCAF6	NM_018442
DCAF6	NR_146228
DCAF6	NR_146229
DCAF6	NR_146230
DCAF6	NM_001198956
ADCY10	NM_001167749
ADCY10	NM_001297772
DCAF6	NM_001017977
DCAF6	NM_001349773
DCAF6	NM_001198957
ADCY10	NM_018417
TBX19	NM_005149
LINC00970	NR_104091
NME7	NR_104229
SLC19A2	NM_006996
NME7	NM_197972
SLC19A2	NM_001319667
NME7	NM_013330
SELP	NM_003005
GORAB-AS1	NR_125958
KIFAP3	NM_014970
KIFAP3	NM_001204516
KIFAP3	NM_001204517
KIFAP3	NM_001204514
KIFAP3	NM_001375830
KIFAP3	NM_001375831
MROH9	NM_001163629
PRRC2C	NM_015172
VAMP4	NM_003762
VAMP4	NM_001185127
VAMP4	NR_033704
LOC100506023	NR_037845
RC3H1	NM_001300851
CENPL	NM_001171182
CENPL	NM_033319
SLC9C2	NM_178527
RC3H1	NM_001300850
CENPL	NM_001127181
RC3H1	NM_172071
RC3H1	NM_001300852
RABGAP1L	NR_158982
RABGAP1L	NR_158981
RABGAP1L	NM_001366447
RABGAP1L	NM_001366449
RABGAP1L	NM_001366448
RABGAP1L	NM_001366450
RABGAP1L	NM_001243765
RABGAP1L	NM_001330989
RABGAP1L	NM_001366456
RABGAP1L	NM_001243764
RABGAP1L	NM_001366457
RABGAP1L	NM_001366455
RABGAP1L	NM_001366454
RABGAP1L	NM_001366452
RABGAP1L	NM_001366453
RABGAP1L	NM_014857
RABGAP1L	NM_001366446
RABGAP1L	NM_001366451
RABGAP1L	NM_001366445
TNR	NM_001328635
TNR	NM_003285
PAPPA2	NM_020318
ASTN1	NM_001364856
ASTN1	NM_001286164
PAPPA2	NM_021936
ASTN1	NM_004319
ASTN1	NM_207108
CRYZL2P-SEC16B	NM_001356505
CRYZL2P-SEC16B	NM_001356506
CRYZL2P-SEC16B	NR_151492
ABL2	NM_007314
ABL2	NM_001136001
TEX35	NM_001170722
ABL2	NM_001168237
ABL2	NM_001168236
FAM20B	NM_001324310
FAM20B	NM_001324311
RALGPS2	NM_152663
TEX35	NM_001170723
TEX35	NM_032126
ABL2	NM_001168238
TEX35	NM_001170724
RALGPS2	NM_001286247
FAM20B	NM_014864
RASAL2	NM_004841
CEP350	NM_014810
AXDND1	NM_144696
NPHS2	NM_001297575
NPHS2	NM_014625
AXDND1	NR_073544
STX6	NM_001286210
XPR1	NM_001328662
STX6	NM_005819
XPR1	NM_004736
XPR1	NM_001135669
XPR1	NR_137330
CACNA1E	NM_000721
CACNA1E	NM_001205293
CACNA1E	NM_001205294
ZNF648	NM_001009992
LINC01688	NR_146548
DHX9	NR_033302
LAMC2	NM_018891
NMNAT2	NM_015039
LAMC2	NM_005562
LAMC1	NM_002293
RNASEL	NM_021133
DHX9	NM_001357
COLGALT2	NM_001303420
RGL1	NM_001297670
COLGALT2	NM_001303421
RGL1	NM_015149
RGL1	NM_001297671
ARPC5	NM_001270439
RGL1	NM_001297672
ARPC5	NM_005717
RGL1	NM_001297669
COLGALT2	NM_015101
SWT1	NM_001105518
RNF2	NM_007212
SWT1	NM_017673
NIBAN1	NM_052966
ODR4	NM_017847
HMCN1	NM_031935
ODR4	NM_001164246
ODR4	NM_001164245
LINC01036	NR_126347
PLA2G4A	NM_024420
PLA2G4A	NM_001311193
BRINP3	NM_001317188
BRINP3	NM_199051
LINC01720	NR_033922
CDC73	NM_024529
LINC01031	NR_125789
RO60	NM_001173524
RO60	NM_001173525
RO60	NM_004600
RO60	NM_001042370
RO60	NM_001331020
RO60	NM_001042369
KCNT2	NR_146057
CFHR5	NM_030787
KCNT2	NM_001287819
KCNT2	NR_146058
CFH	NM_000186
KCNT2	NM_198503
KCNT2	NM_001287820
DENND1B	NR_125340
CRB1	NM_001257966
DENND1B	NM_001300858
CRB1	NM_001193640
DENND1B	NM_001195215
DENND1B	NM_144977
LHX9	NM_020204
CRB1	NR_047564
CRB1	NM_001257965
CRB1	NR_047563
LHX9	NM_001014434
CRB1	NM_201253
LHX9	NM_001370213
MIR181A1HG	NR_040073
PTPRC	NM_080921
PTPRC	NM_002838
NR5A2	NM_001276464
NR5A2	NM_003822
NR5A2	NM_205860
CAMSAP2	NM_203459
MROH3P	NR_147176
IGFN1	NM_001367841
DDX59-AS1	NR_110787
CACNA1S	NM_000069
ZNF281	NM_001281294
CAMSAP2	NM_001297708
CAMSAP2	NM_001297707
ZNF281	NM_012482
ZNF281	NM_001281293
IGFN1	NM_001164586
IPO9-AS1	NR_046696
IPO9	NM_018085
LGR6	NM_021636
LGR6	NM_001017403
NAV1	NM_020443
LGR6	NM_001017404
KDM5B	NM_001314042
ADORA1	NM_001365066
ADORA1	NM_001365065
SYT2	NM_001136504
PPFIA4	NM_001304331
ADORA1	NM_001048230
KLHL12	NM_001303051
KDM5B	NM_006618
PPFIA4	NM_001304332
KLHL12	NM_021633
ADORA1	NM_000674
SYT2	NM_177402
KLHL12	NM_001303109
KDM5B	NM_001347591
PPP1R12B	NM_032104
PPP1R12B	NM_032103
ZC3H11A	NM_001319239
ZC3H11A	NM_014827
ZC3H11A	NM_001350266
PLEKHA6	NM_014935
ZC3H11A	NM_001350265
ZC3H11A	NM_001350263
ATP2B4	NM_001365783
ATP2B4	NM_001365784
ZC3H11A	NM_001350264
SOX13	NM_005686
ATP2B4	NM_001001396
ZC3H11A	NM_001319238
GOLT1A	NM_198447
ZC3H11A	NM_001350262
ZC3H11A	NM_001350261
ATP2B4	NM_001684
ZC3H11A	NM_001376334
ZC3H11A	NM_001376335
ZC3H11A	NM_001376336
ZC3H11A	NM_001376337
ZC3H11A	NM_001376338
ZC3H11A	NM_001376339
ZC3H11A	NM_001376340
ZC3H11A	NM_001376341
ZC3H11A	NM_001376342
ZC3H11A	NM_001376343
ZC3H11A	NM_001376344
ZC3H11A	NM_001376345
ZC3H11A	NM_001376346
ZC3H11A	NM_001376347
ZC3H11A	NM_001376348
ZC3H11A	NM_001376349
ZC3H11A	NM_001376350
ZC3H11A	NM_001376351
ZC3H11A	NM_001376352
ZC3H11A	NM_001376353
ZC3H11A	NM_001376354
ZC3H11A	NM_001376355
ZC3H11A	NM_001376356
ZC3H11A	NM_001376357
ZC3H11A	NM_001376358
ZC3H11A	NM_001376359
ZC3H11A	NM_001376360
ZC3H11A	NM_001376361
ZC3H11A	NM_001376362
ZC3H11A	NM_001376363
ZC3H11A	NM_001376364
ZC3H11A	NM_001376365
ZC3H11A	NM_001376367
ZC3H11A	NM_001376366
TMCC2	NM_001242925
TMCC2	NM_001297611
TMCC2	NM_001297613
TMCC2	NM_001331034
NFASC	NM_001160331
TMCC2	NM_001375651
LEMD1	NM_001199052
NFASC	NM_001160332
TMCC2	NM_014858
LEMD1	NM_001199050
NFASC	NM_001365986
LEMD1	NR_037583
NFASC	NM_001160333
LEMD1	NM_001001552
LEMD1	NM_001199051
NFASC	NM_015090
TMCC2	NM_001375652
NFASC	NM_001005389
NFASC	NM_001005388
SLC26A9	NM_134325
SLC26A9	NM_052934
SRGAP2	NM_001300952
SRGAP2	NM_001377445
SRGAP2	NM_001377446
SRGAP2	NM_001377447
SRGAP2	NM_001170637
SRGAP2	NM_001377444
SRGAP2	NM_015326
C4BPB	NM_001017365
FCAMR	NM_001170631
FCAMR	NM_001122979
C4BPB	NM_001017366
CD55	NM_001114752
MAPKAPK2	NM_032960
CD55	NM_000574
C4BPB	NM_001017364
CD55	NM_001300903
FCAMR	NM_032029
IL19	NM_153758
CD55	NM_001300904
CR2	NM_001877
MAPKAPK2	NM_004759
IL19	NM_013371
CR2	NM_001006658
C4BPB	NM_001017367
CD55	NR_125349
C4BPB	NM_000716
PLXNA2	NM_025179
CAMK1G	NM_020439
HHAT	NM_018194
HHAT	NM_001170588
SYT14	NM_001146264
SYT14	NM_001256006
HHAT	NM_001170587
UTP25	NM_014388
SERTAD4	NM_019605
SYT14	NR_027459
SYT14	NM_001146262
SYT14	NM_001146261
SYT14	NM_153262
HHAT	NM_001170580
SERTAD4	NM_001354173
HHAT	NM_001170564
HHAT	NM_001122834
SERTAD4	NM_001375428
LINC00467	NR_026761
RCOR3	NM_001136225
RCOR3	NR_146434
RCOR3	NM_001136224
RCOR3	NM_001350069
RCOR3	NM_001350070
RCOR3	NR_146432
RCOR3	NR_146433
LOC91548	NR_148994
RCOR3	NM_001136223
RCOR3	NM_018254
INTS7	NM_001199809
INTS7	NM_001199812
INTS7	NR_037667
NSL1	NM_001297739
INTS7	NM_015434
DTL	NM_016448
NSL1	NM_001297736
NSL1	NM_001297737
NSL1	NM_001042549
PPP2R5A	NM_006243
PPP2R5A	NM_001199756
INTS7	NM_001199811
NSL1	NM_015471
DTL	NM_001286229
DTL	NM_001286230
ATF3	NM_001030287
RPS6KC1	NM_012424
RPS6KC1	NM_001287218
RPS6KC1	NM_001287219
RPS6KC1	NM_001287220
RPS6KC1	NM_001287221
RPS6KC1	NM_001349646
RPS6KC1	NM_001349647
RPS6KC1	NM_001349648
RPS6KC1	NM_001349649
RPS6KC1	NM_001349650
RPS6KC1	NM_001349651
RPS6KC1	NM_001349652
RPS6KC1	NM_001349653
RPS6KC1	NM_001349654
RPS6KC1	NM_001349657
RPS6KC1	NM_001349658
RPS6KC1	NM_001349659
RPS6KC1	NM_001349660
RPS6KC1	NM_001349661
RPS6KC1	NM_001349662
RPS6KC1	NM_001349663
RPS6KC1	NM_001349664
RPS6KC1	NM_001349665
RPS6KC1	NM_001349666
RPS6KC1	NM_001349667
RPS6KC1	NM_001349668
RPS6KC1	NM_001349669
RPS6KC1	NM_001349670
RPS6KC1	NM_001349671
RPS6KC1	NM_001349672
RPS6KC1	NR_146207
RPS6KC1	NR_146208
RPS6KC1	NR_146209
RPS6KC1	NR_146210
RPS6KC1	NM_001136138
SMYD2	NM_020197
PROX1	NM_002763
PTPN14	NM_005401
PROX1	NM_001270616
KCTD3	NM_016121
KCNK2	NM_014217
KCNK2	NM_001017425
KCTD3	NM_001319295
KCTD3	NM_001319294
KCNK2	NM_001017424
ESRRG	NM_001243519
ESRRG	NM_001243518
ESRRG	NM_001438
ESRRG	NM_001243515
ESRRG	NM_001243514
ESRRG	NM_001243513
ESRRG	NM_001243512
USH2A	NM_007123
SPATA17	NM_138796
GPATCH2	NM_018040
SPATA17	NM_001375655
MIR548F3	NR_031644
TGFB2	NM_001135599
TGFB2	NM_003238
TGFB2	NR_138148
TGFB2	NR_138149
LYPLAL1-AS1	NR_135822
SLC30A10	NM_001376929
BPNT1	NM_001286149
BPNT1	NM_006085
BPNT1	NM_001286151
BPNT1	NM_001286150
HLX-AS1	NR_046901
MARK1	NM_001286128
MARK1	NM_018650
MARK1	NM_001286124
MARK1	NM_001286126
DISP1	NM_001377229
DISP1	NM_032890
DISP1	NM_001377228
TAF1A	NM_001201536
AIDA	NM_022831
DISP1	NM_001350630
TAF1A	NM_005681
TAF1A	NM_139352
DISP1	NM_001369594
DISP1	NR_165109
DISP1	NR_165110
DISP1	NR_165114
DISP1	NR_165116
DISP1	NR_165118
DISP1	NR_165119
DISP1	NR_165120
DISP1	NR_165121
DISP1	NR_165122
DISP1	NR_165123
DISP1	NR_165124
DISP1	NR_165125
DISP1	NR_165126
DISP1	NR_165127
DISP1	NR_165128
DISP1	NR_165129
DISP1	NR_165130
DISP1	NR_165131
DISP1	NR_165132
DISP1	NR_165133
DISP1	NR_165134
DISP1	NR_165135
DISP1	NR_165136
DISP1	NR_165137
DISP1	NR_165138
DISP1	NR_165139
DISP1	NR_165140
DISP1	NR_165141
DISP1	NR_165142
DISP1	NR_165143
DISP1	NR_165144
DISP1	NR_165145
DISP1	NR_165146
DISP1	NR_165147
DISP1	NR_165148
DISP1	NR_165149
DISP1	NR_165150
DISP1	NR_165151
DISP1	NR_165152
DISP1	NR_165153
DISP1	NR_165154
DISP1	NR_165155
DISP1	NR_165156
DISP1	NR_165157
LOC100287497	NR_136590
LOC100287497	NR_136591
LOC100287497	NR_136592
LOC100287497	NR_136593
NVL	NM_206840
CAPN2	NM_001146068
FBXO28	NM_001136115
CAPN8	NM_001143962
NVL	NM_001243147
NVL	NM_002533
NVL	NM_001243146
FBXO28	NR_049764
FBXO28	NM_015176
